ST_LEAID,MEMBER
NJ-091080,670
NJ-151100,4114
NJ-271110,3603
NJ-111120,157
NJ-031130,2622
NJ-231140,1305
NJ-231170,8159
NJ-171200,232
NJ-131210,9272
NJ-211245,5138
NJ-031270,673
NJ-051280,973
NJ-231290,16807
NJ-011310,7556
NJ-391320,28266
NJ-031345,2587
NJ-331350,119
NJ-031360,1082
NJ-031370,2960
NJ-031380,399
NJ-011410,180
NJ-211430,3545
NJ-031450,5529
NJ-031470,1565
NJ-051520,1534
NJ-011540,384
NJ-031550,4032
NJ-351610,7309
NJ-031700,4787
NJ-391710,360
NJ-151730,1895
NJ-131750,1833
NJ-031760,2620
NJ-071770,2356
NJ-371800,372
NJ-351810,732
NJ-151830,427
NJ-411840,661
NJ-171850,959
NJ-031860,5272
NJ-411870,2078
NJ-071880,1491
NJ-071890,2107
NJ-071900,2766
NJ-211950,12096
NJ-011960,3414
NJ-272010,291
NJ-412040,187
NJ-172060,2440
NJ-032080,1744
NJ-312100,2229
NJ-072130,-2
NJ-232150,1598
NJ-352170,7265
NJ-392190,3065
NJ-032200,553
NJ-172210,3170
NJ-252230,2918
NJ-372240,1418
NJ-412250,131
NJ-212280,3474
NJ-252320,-2
NJ-132330,7675
NJ-292360,7605
NJ-232370,674
NJ-272380,2509
NJ-172390,26647
NJ-252400,1604
NJ-172410,5438
NJ-392420,1473
NJ-252430,947
NJ-272460,1652
NJ-292480,3832
NJ-292500,379
NJ-292520,5023
NJ-072540,188
NJ-292550,155
NJ-072560,332
NJ-112570,484
NJ-212580,3711
NJ-032620,2131
NJ-272650,885
NJ-392660,6125
NJ-072670,3100
NJ-012780,-2
NJ-032710,806
NJ-132730,6371
NJ-032740,3203
NJ-152750,842
NJ-252770,5494
NJ-412790,738
NJ-332800,176
NJ-334075,1822
NJ-032860,2637
NJ-272870,2520
NJ-233845,8096
NJ-032900,2729
NJ-252930,1470
NJ-292940,2849
NJ-332950,172
NJ-353000,1694
NJ-053010,2439
NJ-013020,336
NJ-253040,3950
NJ-113050,402
NJ-033060,956
NJ-073110,380
NJ-233120,2302
NJ-093130,2663
NJ-233140,2044
NJ-253160,8993
NJ-033170,883
NJ-133190,4793
NJ-253200,1173
NJ-233220,833
NJ-113230,5090
NJ-273240,359
NJ-153280,5804
NJ-233290,6948
NJ-373300,309
NJ-133310,6216
NJ-353320,4611
NJ-273340,3469
NJ-033350,365
NJ-053360,3884
NJ-273380,578
NJ-273385,5682
NJ-273410,343
NJ-073420,444
NJ-273450,4752
NJ-273460,1308
NJ-393470,747
NJ-253500,272
NJ-253510,3514
NJ-233530,9690
NJ-053540,187
NJ-033550,2035
NJ-393560,2382
NJ-133570,41672
NJ-153580,-2
NJ-373590,1627
NJ-033600,2005
NJ-173610,7262
NJ-233620,5822
NJ-353670,3677
NJ-093680,182
NJ-133750,4072
NJ-073770,282
NJ-093780,1877
NJ-253810,3258
NJ-293820,540
NJ-333860,283
NJ-133880,5744
NJ-413890,250
NJ-033910,1786
NJ-053920,1032
NJ-033930,3639
NJ-033940,1208
NJ-273950,7067
NJ-313970,12834
NJ-314010,24795
NJ-154020,1270
NJ-054050,4430
NJ-334070,2214
NJ-074060,4828
NJ-274080,2109
NJ-234090,10484
NJ-414100,3989
NJ-074110,1940
NJ-234130,7354
NJ-154140,1147
NJ-334150,1695
NJ-394160,10097
NJ-014180,3840
NJ-294190,1121
NJ-414200,309
NJ-294210,2726
NJ-294220,685
NJ-314230,1766
NJ-014240,112
NJ-214255,3817
NJ-334280,287
NJ-394290,4155
NJ-034310,2514
NJ-274330,4220
NJ-252105,2703
NJ-034370,1428
NJ-034380,2102
NJ-034390,5557
NJ-274440,288
NJ-054450,1564
NJ-054460,275
NJ-034470,502
NJ-034500,-2
NJ-254520,89
NJ-394540,2922
NJ-394550,2042
NJ-274560,3452
NJ-034600,2568
NJ-034610,1826
NJ-034620,115
NJ-334630,1348
NJ-234660,6407
NJ-394670,5646
NJ-254690,132
NJ-094700,-2
NJ-174730,2223
NJ-354820,2194
NJ-234830,1183
NJ-254840,-2
NJ-354850,431
NJ-234860,7950
NJ-034870,260
NJ-134900,6811
NJ-234910,3551
NJ-234920,2462
NJ-374960,3299
NJ-234970,1660
NJ-254980,153
NJ-254990,311
NJ-395000,2236
NJ-095060,86
NJ-395090,3950
NJ-035150,3843
NJ-035160,3545
NJ-295190,14594
NJ-215210,14852
NJ-255230,649
NJ-175240,12848
NJ-290185,3665
NJ-395290,7775
NJ-255310,2098
NJ-335320,335
NJ-095340,1408
NJ-015350,522
NJ-375360,2966
NJ-135370,2176
NJ-115390,10386
NJ-035410,1591
NJ-035430,1229
NJ-055490,-2
NJ-155500,7199
NJ-215510,3073
NJ-075560,942
NJ-315570,7746
NJ-175580,1309
NJ-155620,2879
NJ-315650,3025
NJ-175670,8020
NJ-135680,6835
NJ-095700,-2
NJ-215715,9027
NJ-395730,5992
NJ-035755,2813
NJ-015760,161
NJ-415780,269
NJ-095790,864
NJ-095800,251
NJ-055805,3757
NJ-395810,137
NJ-075820,4912
NJ-095840,239
NJ-235850,13836
NJ-155860,1707
NJ-075900,388
NJ-035830,1264
NJ-335910,1514
NJ-255420,3229
NY-280501060000,2572
NY-280206030000,2200
NY-280202030000,6211
NY-280223030000,2905
NY-570401040000,264
NY-572901040000,385
NY-471101040000,359
NY-280409030000,4258
NY-020101040000,563
NY-670401040000,916
NY-042901040000,974
NY-022302040000,772
NY-261801060000,3177
NY-260801060000,2782
NY-260401060000,3730
NY-280205030000,7177
NY-280401030000,4768
NY-280214030000,2884
NY-190501040000,1189
NY-010402060000,1828
NY-190701040000,1089
NY-261201060000,4679
NY-280503060000,1920
NY-081401040000,317
NY-470202040000,353
NY-081501040000,742
NY-621201060000,1153
NY-121601060000,1070
NY-241101040000,566
NY-022101040000,153
NY-022001040000,677
NY-020702040000,547
NY-021601040000,302
NY-280220030000,2764
NY-280212030000,1848
NY-280406030000,3021
NY-280506060000,1400
NY-280518030000,2880
NY-041401040000,396
NY-280504060000,5245
NY-280404030000,5294
NY-280221030000,3384
NY-050401040000,884
NY-651501060000,1162
NY-580403030000,4136
NY-280208030000,3196
NY-280403030000,3301
NY-430901060000,1145
NY-680601060000,1271
NY-650501040000,921
NY-020601040000,266
NY-020801040000,331
NY-240201040000,811
NY-262001040000,698
NY-651503040000,818
NY-190301040000,1054
NY-540801040000,302
NY-191401040000,309
NY-190901040000,339
NY-280523030000,6536
NY-022902040000,738
NY-571901040000,477
NY-021102040000,212
NY-043501060000,2235
NY-022401040000,283
NY-022601060000,1173
NY-571502060000,961
NY-611001040000,1002
NY-680801040000,645
NY-622002060000,1474
NY-121401040000,334
NY-621001060000,1866
NY-620901060000,1673
NY-621601060000,2295
NY-621801060000,2782
NY-270301040000,879
NY-151801040000,412
NY-171102040000,1724
NY-270100010000,3766
NY-521301060000,3920
NY-520101060000,3116
NY-520701040000,830
NY-270601040000,1314
NY-580507060000,5393
NY-580301020000,1844
NY-580506030000,3224
NY-580211060000,9507
NY-580212060000,8876
NY-580207020000,2076
NY-580224030000,7452
NY-580602040000,5688
NY-580205060000,11844
NY-580801060000,7924
NY-581005020000,697
NY-580201060000,5717
NY-660701030000,5475
NY-240901040000,575
NY-241001060000,1371
NY-241701040000,667
NY-671201060000,786
NY-670201060000,1155
NY-141301060000,2082
NY-140801060000,4130
NY-141101060000,1624
NY-141401060000,2118
NY-140207060000,3563
NY-140203060000,9717
NY-662001030000,4704
NY-560603040000,461
NY-671501040000,838
NY-581004020000,57
NY-580235060000,3953
NY-480601060000,2966
NY-480404020000,231
NY-581012020000,1004
NY-580303020000,125
NY-250301040000,337
NY-110901040000,753
NY-110304040000,532
NY-031401060000,1432
NY-081200050000,1715
NY-090601020000,470
NY-090901040000,831
NY-161401060000,1073
NY-580101030000,1558
NY-580501030000,5854
NY-580505020000,1924
NY-091402060000,1513
NY-090201040000,1200
NY-600801040000,817
NY-571000010000,4340
NY-580106030000,2951
NY-661500010000,3677
NY-660501060000,3650
NY-260501060000,10242
NY-261701060000,5620
NY-261501060000,3860
NY-261401060000,5548
NY-261901060000,8071
NY-650801060000,2058
NY-451001040000,603
NY-280210030000,4476
NY-280521030000,2990
NY-580402060000,1570
NY-142101040000,1296
NY-140101060000,1507
NY-140701060000,2272
NY-141604060000,4659
NY-042801060000,1119
NY-141601060000,3406
NY-141701040000,801
NY-280219030000,1153
NY-280402030000,1609
NY-280522030000,5251
NY-141901060000,5459
NY-142801060000,6148
NY-280209030000,6469
NY-580404030000,4572
NY-541102060000,1486
NY-010201040000,716
NY-530101040000,660
NY-541401040000,261
NY-121701040000,269
NY-580503030000,3446
NY-580514020000,34
NY-580413030000,5849
NY-150801040000,119
NY-641401040000,48
NY-151401040000,240
NY-151701040000,261
NY-580304020000,688
NY-580913080000,255
NY-581002020000,80
NY-580206020000,918
NY-580903020000,84
NY-500308030000,2317
NY-500401060000,4020
NY-580209020000,2721
NY-420901060000,5513
NY-420411060000,2536
NY-421101060000,1429
NY-421201040000,807
NY-080601040000,941
NY-031701060000,1680
NY-030101060000,1382
NY-031502060000,2303
NY-280218030000,3945
NY-261600010000,22820
NY-400800010000,7028
NY-421800010000,18398
NY-412300010000,9386
NY-530600010000,9053
NY-580302080000,26
NY-580102030000,3693
NY-580509030000,3913
NY-630300010000,1993
NY-662300010000,24529
NY-661201060000,2313
NY-630601040000,288
NY-631201040000,674
NY-580902020000,1767
NY-580109020000,2743
NY-580305020000,958
NY-580910080000,5
NY-580504030000,2694
NY-580701020000,176
NY-010500010000,1873
NY-010100010000,8146
NY-091200010000,1735
NY-010701030000,278
NY-131500010000,3972
NY-140600010000,30124
NY-522101030000,760
NY-521800010000,6005
NY-141800010000,1966
NY-660405030000,2298
NY-660303030000,1555
NY-271201040000,776
NY-212101040000,2164
NY-090501040000,1249
NY-250701040000,563
NY-610501040000,800
NY-150203040000,334
NY-150901040000,714
NY-250401040000,621
NY-660202030000,1540
NY-660403030000,1522
NY-660406030000,1936
NY-660409020000,1059
NY-660402020000,1772
NY-181201040000,659
NY-671002040000,146
NY-561006060000,1512
NY-050701040000,680
NY-050100010000,3897
NY-050301040000,719
NY-620600010000,6312
NY-560501040000,677
NY-560701060000,1258
NY-260101060000,3461
NY-261313030000,1008
NY-261101060000,4214
NY-450704040000,987
NY-470501040000,372
NY-081003040000,801
NY-470801040000,321
NY-061700010000,4533
NY-060401040000,824
NY-060201060000,1340
NY-060800010000,2015
NY-061001040000,609
NY-061501040000,1014
NY-062201060000,1492
NY-580234020000,649
NY-580917020000,361
NY-580401020000,1998
NY-581010020000,704
NY-260803060000,3641
NY-450607040000,692
NY-261301060000,5425
NY-261001060000,3621
NY-280502060000,6938
NY-620803040000,1565
NY-580405060000,7317
NY-580512030000,18323
NY-580233020000,1488
NY-580513030000,7902
NY-090301060000,2033
NY-160801040000,548
NY-091101060000,1877
NY-280227030000,1586
NY-580105030000,4876
NY-580905020000,2065
NY-650301040000,801
NY-650902040000,912
NY-130200010000,2602
NY-131602020000,1563
NY-490101040000,645
NY-490202040000,1119
NY-490301060000,4119
NY-521200050000,1367
NY-101601040000,417
NY-491501040000,909
NY-580406060000,2794
NY-580502020000,2691
NY-580805060000,2698
NY-580104030000,5640
NY-650701040000,681
NY-651201060000,1058
NY-651402040000,997
NY-051101040000,801
NY-510201060000,1140
NY-511301040000,403
NY-512001060000,2457
NY-161201040000,1385
NY-300000010000,-2
NY-130502020000,1342
NY-160101060000,762
NY-170500010000,2628
NY-132201040000,875
NY-580232030000,9166
NY-580208020000,2343
NY-580306020000,305
NY-581015080000,7
NY-580103030000,4683
NY-541201040000,827
NY-530301060000,4357
NY-530515060000,2777
NY-530202060000,2261
NY-211003040000,821
NY-520601080000,54
NY-512902060000,1327
NY-660809030000,1629
NY-661904030000,4604
NY-661800010000,2868
NY-420101060000,4463
NY-030501040000,636
NY-280411030000,1264
NY-280203030000,7802
NY-280231020000,707
NY-280215030000,2306
NY-280300010000,3590
NY-280410030000,2868
NY-280211030000,5514
NY-180701040000,871
NY-181302040000,865
NY-180202040000,751
NY-450101060000,1782
NY-640502040000,476
NY-640801040000,925
NY-641701060000,694
NY-640601020000,401
NY-200702020000,-2
NY-541001040000,665
NY-440401060000,4873
NY-442101060000,3836
NY-661402020000,1350
NY-010615020000,286
NY-150601040000,169
NY-151102040000,570
NY-641501040000,565
NY-610600010000,5090
NY-600601060000,1961
NY-610301060000,1345
NY-101300010000,1605
NY-100501040000,1091
NY-101001040000,882
NY-131701060000,1605
NY-231101040000,1046
NY-131101040000,661
NY-661901030000,1543
NY-660401030000,2606
NY-441301060000,4210
NY-441202020000,121
NY-440201020000,1011
NY-590801040000,489
NY-442111020000,445
NY-441201060000,6660
NY-442115020000,726
NY-660404030000,1622
NY-660101030000,2835
NY-660900010000,7009
NY-661401030000,4927
NY-660802040000,325
NY-662200010000,6723
NY-660407060000,1670
NY-210402060000,846
NY-210800050000,1078
NY-210601060000,1171
NY-472001040000,446
NY-460102040000,1113
NY-461300010000,3535
NY-460901060000,2078
NY-412902060000,3094
NY-461801040000,967
NY-520401040000,1097
NY-520302060000,9433
NY-521701040000,1377
NY-521401040000,2845
NY-490601060000,2130
NY-570603040000,802
NY-571800010000,1453
NY-572702040000,386
NY-570302060000,1443
NY-570201040000,397
NY-540901040000,159
NY-120301040000,233
NY-121901040000,859
NY-121502040000,241
NY-120501040000,753
NY-140301030000,1742
NY-060701040000,371
NY-062301040000,531
NY-061101040000,1147
NY-061601040000,446
NY-062601040000,437
NY-121702040000,325
NY-280517030000,5548
NY-280226030000,2223
NY-142601030000,6509
NY-062901040000,654
NY-060503040000,742
NY-062401040000,152
NY-510401040000,254
NY-512404040000,570
NY-511602040000,579
NY-512101040000,337
NY-512201040000,990
NY-510101040000,995
NY-280515030000,3236
NY-131601060000,7849
NY-480102060000,3782
NY-130801060000,3541
NY-131801040000,950
NY-132101060000,10479
NY-410601040000,2008
NY-411603040000,990
NY-412201060000,1298
NY-412901040000,571
NY-411800010000,5377
NY-251501040000,410
NY-210302040000,638
NY-100902040000,498
NY-131301040000,846
NY-140702030000,2252
NY-142201040000,584
NY-140709030000,1326
NY-600301040000,722
NY-110200010000,1957
NY-600402040000,1046
NY-250109040000,223
NY-410401060000,1195
NY-251400010000,1830
NY-411504020000,593
NY-411701040000,426
NY-412801040000,858
NY-460801060000,3636
NY-220202040000,459
NY-511101060000,1470
NY-511201040000,258
NY-221001040000,415
NY-220301060000,3499
NY-221401040000,503
NY-222000010000,3936
NY-661004060000,3574
NY-660301030000,3013
NY-660203060000,2214
NY-660102060000,3627
NY-660801060000,1938
NY-661100010000,9972
NY-661601030000,2758
NY-480503040000,1555
NY-661905020000,1304
NY-662101060000,2635
NY-660805030000,1381
NY-662402060000,3472
NY-490501060000,1057
NY-190401060000,1318
NY-420601040000,644
NY-250201060000,1314
NY-421001060000,4162
NY-420701060000,1743
NY-151501060000,727
NY-141201060000,1323
NY-142301060000,4859
NY-431401040000,575
NY-431201040000,610
NY-430700010000,2129
NY-650101060000,2011
NY-431301060000,1519
NY-421501060000,6814
NY-420303060000,8141
NY-251601060000,1926
NY-420807040000,803
NY-211701040000,181
NY-110701060000,1902
NY-420501060000,1231
NY-161601040000,788
NY-251101040000,454
NY-411501060000,2644
NY-211103040000,530
NY-412000050000,1841
NY-211901020000,250
NY-411902040000,742
NY-212001040000,1099
NY-200401040000,128
NY-170901040000,447
NY-580901020000,123
NY-250901060000,1253
NY-420401060000,3498
NY-082001040000,1297
NY-080201040000,792
NY-080101040000,494
NY-031501060000,3703
NY-031101060000,2576
NY-570101040000,1085
NY-572301040000,373
NY-421504020000,411
NY-420702030000,1374
NY-421902040000,770
NY-040901040000,573
NY-043001040000,867
NY-060601040000,527
NY-061503040000,455
NY-580912060000,2791
NY-500201060000,7888
NY-500101060000,7845
NY-500402060000,10091
NY-110101040000,558
NY-411101060000,1264
NY-270701040000,758
NY-200601040000,74
NY-060301040000,774
NY-240101040000,950
NY-240401040000,857
NY-240801060000,1427
NY-573002040000,1333
NY-510501040000,381
NY-511901040000,671
NY-512300010000,1467
NY-512501040000,352
NY-161801040000,231
NY-430300050000,3288
NY-650901060000,1796
NY-431101040000,729
NY-260901060000,2034
NY-431701060000,4332
NY-430501040000,808
NY-101401040000,1718
NY-491302060000,2615
NY-641610040000,820
NY-522001040000,1033
NY-640101040000,504
NY-640701040000,1040
NY-641001040000,390
NY-222201060000,2909
NY-220401040000,1402
NY-221301040000,344
NY-231301040000,882
NY-230301040000,328
NY-230901040000,1304
NY-491200010000,1062
NY-220101040000,1835
NY-230201040000,477
NY-461901040000,809
NY-220909040000,510
NY-220701040000,891
NY-662401060000,5418
NY-142500010000,1703
NY-070600010000,5512
NY-550101040000,775
NY-030200010000,4850
NY-030701060000,1726
NY-030601060000,1484
NY-031601060000,3443
NY-010306060000,4107
NY-010802060000,4914
NY-010601060000,4914
NY-011003060000,1244
NY-011200010000,1403
NY-600101060000,1559
NY-070901060000,3890
NY-131201040000,1100
NY-661301040000,985
NY-480401040000,811
NY-480101060000,3840
NY-600903040000,907
NY-070902060000,1084
NY-550301060000,916
NY-630101040000,177
NY-630202040000,470
NY-630801040000,659
NY-630701040000,640
NY-500108030000,2217
NY-500304030000,2819
NY-500301060000,2886
NY-490801080000,31
NY-490804020000,335
NY-491700010000,3675
NY-491401040000,869
NY-170801040000,867
NY-471400010000,1665
NY-471601040000,804
NY-471701040000,795
NY-471201040000,324
NY-120401040000,352
NY-513102040000,515
NY-470901040000,272
NY-472506040000,345
NY-610801040000,1178
NY-610901040000,723
NY-120701040000,231
NY-031301040000,495
NY-120906040000,317
NY-621101060000,1824
NY-120102040000,69
NY-591301040000,234
NY-472202040000,484
NY-170600010000,1568
NY-530501060000,1827
NY-400900010000,3175
NY-641301060000,2211
NY-630902030000,3028
NY-040302060000,1087
NY-041101040000,625
NY-040204040000,219
NY-460500010000,3171
NY-460701040000,1228
NY-462001060000,1681
NY-051301040000,921
NY-421601060000,1274
NY-051901040000,768
NY-181101040000,747
NY-401201060000,1216
NY-180300010000,2187
NY-180901040000,427
NY-181001060000,1180
NY-450801060000,1433
NY-042302040000,875
NY-042400010000,1916
NY-440601040000,2876
NY-440901040000,1025
NY-441000010000,7529
NY-441101040000,3603
NY-441600010000,11193
NY-440102060000,3973
NY-140201060000,2964
NY-141501060000,2865
NY-140703020000,1389
NY-401301040000,672
NY-043200050000,1369
NY-010623060000,6032
NY-400301060000,1872
NY-400400010000,4377
NY-400601060000,1317
NY-400701060000,3259
NY-401501060000,1008
NY-140707030000,1905
NY-401001060000,2961
NY-441903020000,224
NY-440301060000,3006
NY-441800050000,2444
NY-280100010000,3214
NY-280407030000,6836
NY-280201030000,6114
NY-590501060000,1557
NY-591502040000,1078
NY-590901060000,1866
NY-591201040000,924
NY-591302040000,424
NY-591401060000,2887
NY-660302030000,1093
NY-580909020000,198
NY-580410030000,5590
NY-580107030000,4050
NY-580203020000,3571
NY-580601040000,2000
NY-580906030000,1340
NY-161501060000,2239
NY-151001040000,55
NY-200501080000,-2
NY-200101080000,-2
NY-200701040000,59
NY-200901040000,135
NC-260,49661
NC-740,24091
NC-010,22489
NC-020,4525
NC-030,1421
NC-269,-1
NC-209,-1
NC-040,2964
NC-050,2743
NC-761,4383
NC-111,4137
NC-060,1904
NC-070,5975
NC-080,1831
NC-679,-1
NC-090,3983
NC-100,12944
NC-110,22091
NC-120,11770
NC-130,34810
NC-140,10758
NC-150,1920
NC-160,8081
NC-170,2250
NC-180,15678
NC-681,11561
NC-190,9129
NC-200,3146
NC-210,1917
NC-220,1314
NC-230,14406
NC-821,3051
NC-240,5335
NC-270,4514
NC-280,5181
NC-290,17964
NC-300,6114
NC-310,9905
NC-320,31531
NC-330,5419
NC-861,1239
NC-340,52717
NC-350,7897
NC-360,30281
NC-370,1497
NC-380,1141
NC-390,6748
NC-400,2668
NC-410,68894
NC-420,2173
NC-430,20050
NC-440,6605
NC-450,12896
NC-460,2486
NC-181,3877
NC-470,8920
NC-480,475
NC-490,20721
NC-500,3557
NC-510,37286
NC-520,1067
NC-132,5390
NC-530,9143
NC-540,8334
NC-291,2999
NC-550,11629
NC-560,4450
NC-570,2108
NC-580,2636
NC-590,5776
NC-600,144197
NC-610,1722
NC-620,3663
NC-630,13008
NC-491,5971
NC-862,1726
NC-640,14469
NC-250,12755
NC-650,25244
NC-182,2856
NC-660,1291
NC-670,27921
NC-680,7208
NC-690,1244
NC-700,4834
NC-710,10941
NC-720,1665
NC-730,4374
NC-750,2166
NC-760,15383
NC-770,6678
NC-421,2765
NC-780,21206
NC-790,11189
NC-800,18225
NC-810,7527
NC-820,7971
NC-830,5624
NC-840,8643
NC-850,5606
NC-860,7340
NC-870,1910
NC-292,2228
NC-880,3312
NC-890,499
NC-900,41497
NC-910,5269
NC-920,159778
NC-930,1801
NC-940,1104
NC-950,4754
NC-960,17558
NC-422,659
NC-241,2104
NC-970,8673
NC-980,10276
NC-990,5243
NC-995,2038
OH-046573,3596
OH-043943,5804
OH-048165,1454
OH-043893,2676
OH-050294,530
OH-045625,1575
OH-043687,1106
OH-050740,860
OH-045088,1337
OH-050542,920
OH-050559,1078
OH-043778,1629
OH-044628,2669
OH-050161,2384
OH-048371,920
OH-045104,7196
OH-046011,1411
OH-045203,1380
OH-046003,717
OH-044347,1317
OH-043570,1132
OH-048330,468
OH-045278,1825
OH-047993,1661
OH-048926,1373
OH-048942,1307
OH-049577,935
OH-043497,2987
OH-045328,1033
OH-048389,1781
OH-044834,5175
OH-049197,1886
OH-049221,1392
OH-047571,400
OH-047597,851
OH-050518,583
OH-050500,2009
OH-043604,898
OH-049312,756
OH-049320,450
OH-049353,704
OH-049379,1519
OH-044883,2464
OH-046813,1897
OH-048157,1684
OH-049270,931
OH-046151,3000
OH-045377,972
OH-046078,702
OH-047688,1497
OH-045369,618
OH-049296,765
OH-064964,129
OH-048132,1370
OH-044727,1949
OH-048082,1409
OH-043885,888
OH-044743,3185
OH-050534,1300
OH-045120,3296
OH-045963,394
OH-050369,822
OH-044966,2024
OH-045310,1410
OH-048579,977
OH-046797,5
OH-044453,5907
OH-047829,1049
OH-048009,5073
OH-048884,1542
OH-049726,745
OH-049171,3044
OH-050039,763
OH-044164,3221
OH-044982,3046
OH-045807,926
OH-045971,472
OH-047522,454
OH-044461,391
OH-049627,1261
OH-049650,1269
OH-044669,1630
OH-048264,2265
OH-044685,1982
OH-045666,462
OH-049213,976
OH-047761,1140
OH-050393,1764
OH-045294,1183
OH-047944,1340
OH-047928,1149
OH-047936,1425
OH-047969,741
OH-044107,9337
OH-048074,1665
OH-050328,1075
OH-045476,5551
OH-044610,1514
OH-049957,1249
OH-044297,3182
OH-049445,435
OH-043638,2586
OH-050716,891
OH-049429,938
OH-044776,1853
OH-046722,1007
OH-045344,595
OH-046193,1665
OH-044263,5935
OH-044768,1576
OH-045195,3564
OH-048124,3552
OH-048173,2778
OH-045229,483
OH-049783,740
OH-049817,421
OH-045955,826
OH-049858,5973
OH-049841,1261
OH-049155,685
OH-049767,621
OH-049809,549
OH-045948,847
OH-049791,779
OH-050625,533
OH-050658,389
OH-050633,498
OH-043679,1820
OH-050641,551
OH-046581,2010
OH-043810,1573
OH-048470,2240
OH-043661,6236
OH-044974,4464
OH-045872,1666
OH-044206,6263
OH-046847,1517
OH-046854,849
OH-046862,2265
OH-047001,7374
OH-048041,4794
OH-049098,4366
OH-045583,5535
OH-045609,1658
OH-050674,1455
OH-049080,1693
OH-050591,1433
OH-044149,1386
OH-047951,1366
OH-048298,4105
OH-048314,2494
OH-048363,1217
OH-043760,2171
OH-048397,570
OH-043547,2397
OH-043554,1580
OH-046136,626
OH-044859,1664
OH-047167,1380
OH-047225,2078
OH-043612,5551
OH-050492,513
OH-044321,2148
OH-050484,915
OH-046748,4172
OH-047027,16525
OH-050336,1411
OH-044420,3536
OH-043653,1165
OH-043794,5010
OH-043901,1408
OH-043976,1526
OH-049890,1687
OH-047795,1398
OH-044040,3138
OH-044198,4362
OH-049973,1956
OH-049981,2722
OH-050013,4030
OH-047076,499
OH-047589,998
OH-045633,1258
OH-049759,1085
OH-044123,2215
OH-046037,1140
OH-047613,727
OH-061903,3546
OH-048793,996
OH-047852,1139
OH-048447,1916
OH-044305,3129
OH-044529,3613
OH-044545,3762
OH-043851,1109
OH-044230,476
OH-045641,1737
OH-047050,1134
OH-044222,3394
OH-045765,1692
OH-047837,608
OH-044990,4685
OH-050112,466
OH-050179,646
OH-050229,745
OH-050245,1006
OH-044081,3873
OH-045146,1894
OH-047340,7118
OH-044289,1777
OH-044511,1383
OH-049122,721
OH-049593,809
OH-049619,526
OH-049643,1032
OH-049601,621
OH-048991,672
OH-049031,890
OH-043935,1862
OH-046094,3656
OH-048744,1745
OH-091397,740
OH-049288,1351
OH-046128,1478
OH-049106,1412
OH-044578,1669
OH-044693,1534
OH-044719,752
OH-048439,627
OH-043505,3125
OH-045468,864
OH-046508,641
OH-047738,746
OH-049411,1564
OH-049452,2730
OH-049460,643
OH-049478,1932
OH-139303,2845
OH-044271,4238
OH-044677,5909
OH-046383,1221
OH-050435,4967
OH-050468,1617
OH-044446,1054
OH-047332,1189
OH-047365,8584
OH-044313,1553
OH-045435,2189
OH-043828,1551
OH-046474,1275
OH-047845,921
OH-044115,1658
OH-045393,2594
OH-048033,1171
OH-044131,1211
OH-046805,1079
OH-047746,1003
OH-043596,1816
OH-047712,572
OH-045245,1406
OH-047548,513
OH-047787,1406
OH-044560,2541
OH-045096,1247
OH-047720,870
OH-045062,3275
OH-043489,20543
OH-044552,2289
OH-049999,1497
OH-050054,2882
OH-045401,1913
OH-049494,1186
OH-049528,923
OH-049536,2142
OH-047506,493
OH-045500,6321
OH-046318,1392
OH-046326,1375
OH-046367,947
OH-046110,17721
OH-047381,4365
OH-045419,854
OH-046706,704
OH-043620,2486
OH-045070,3191
OH-045443,490
OH-045211,1204
OH-047423,569
OH-047431,490
OH-050682,1202
OH-047464,1050
OH-048256,987
OH-049932,5977
OH-044917,814
OH-046045,752
OH-046631,1172
OH-046672,647
OH-046680,842
OH-046060,2739
OH-049635,1259
OH-049668,1586
OH-044586,2049
OH-045054,3353
OH-048678,1476
OH-044891,2593
OH-044172,1836
OH-045484,864
OH-048736,1565
OH-048751,5903
OH-043844,12075
OH-044008,2556
OH-046342,2794
OH-050443,5409
OH-044214,5337
OH-047274,2663
OH-050450,10179
OH-044404,6123
OH-044925,4072
OH-045617,2379
OH-046649,510
OH-048611,1868
OH-048629,1413
OH-048728,4702
OH-046268,1668
OH-049718,443
OH-050153,613
OH-046755,2186
OH-047068,361
OH-047092,1138
OH-047084,1120
OH-049569,1012
OH-049684,848
OH-049700,777
OH-045302,2074
OH-044941,1854
OH-048843,1854
OH-049064,611
OH-045351,1078
OH-046870,1927
OH-044362,2160
OH-044875,7662
OH-045112,2223
OH-047639,1075
OH-044479,1691
OH-046177,589
OH-049916,910
OH-050187,1572
OH-050211,611
OH-050237,412
OH-048322,760
OH-043521,2335
OH-046409,1227
OH-045013,2022
OH-049940,1264
OH-050583,1243
OH-044784,3158
OH-049775,586
OH-044537,4511
OH-044594,804
OH-048116,4583
OH-048140,938
OH-045039,707
OH-045823,752
OH-049908,1739
OH-043711,7934
OH-049874,2754
OH-050617,544
OH-045526,791
OH-046714,915
OH-049395,521
OH-045799,2289
OH-045773,2183
OH-046920,2573
OH-045153,3829
OH-047266,1280
OH-047621,907
OH-046391,1746
OH-000442,700
OH-050021,4614
OH-043919,1941
OH-044503,4419
OH-049882,1921
OH-049056,2226
OH-046995,5101
OH-048017,2062
OH-048025,1515
OH-046482,1627
OH-047985,1650
OH-048413,1039
OH-043877,5595
OH-046763,23281
OH-044032,1959
